"","coordinatorCountry","countryName","coordinator","totalCost","latitude","longitude"
"3413","DE","Germany","UNIVERSITAET BAYREUTH","171460.8",51.5,10.5
"3414","DE","Germany","SPHEROTEC GMBH","71429",51.5,10.5
"3415","DE","Germany","WIRTSCHAFT UND INFRASTRUKTUR GMBH & CO PLANUNGS KG","1906966.25",51.5,10.5
"3416","DE","Germany","EUROPEAN MOLECULAR BIOLOGY LABORATORY","1957717",51.5,10.5
"3417","DE","Germany","DEUTSCHE ENERGIEVERSORGUNG GMBH","71429",51.5,10.5
"3418","DE","Germany","FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.","3295480",51.5,10.5
"3419","DE","Germany","BASF SE","1.364882325E7",51.5,10.5
"3420","DE","Germany","FORSCHUNGSVERBUND BERLIN EV","171460.8",51.5,10.5
"3421","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","2378958",51.5,10.5
"3422","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","171460.8",51.5,10.5
"3423","DE","Germany","PLASMACHEM PRODUKTIONS- UND HANDEL GMBH","71429",51.5,10.5
"3424","DE","Germany","LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN","159460.8",51.5,10.5
"3425","DE","Germany","KARLSRUHER INSTITUT FUER TECHNOLOGIE","515332.7",51.5,10.5
"3426","DE","Germany","Zentrum fuer Telematik e.V.","149823.75",51.5,10.5
"3427","DE","Germany","MUSEUM FUR NATURKUNDE - LEIBNIZ-INSTITUT FUR EVOLUTIONS- UND BIODIVERSITATSFORSCHUNG AN DER HUMBOLDT-UNIVERSITAT ZU BERLIN","159460.8",51.5,10.5
"3428","DE","Germany","MAX PLANCK INSTITUT FUR EISENFORSCHUNG GMBH","159460.8",51.5,10.5
"3429","DE","Germany","JOHANN WOLFGANG GOETHE-UNIVERSITATFRANKFURT AM MAIN","2497398",51.5,10.5
"3430","DE","Germany","TECHNISCHE UNIVERSITAET MUENCHEN","1366875",51.5,10.5
"3431","DE","Germany","TECHNISCHE UNIVERSITAET MUENCHEN","1202500",51.5,10.5
"3432","DE","Germany","EBERHARD KARLS UNIVERSITAET TUEBINGEN","1498125",51.5,10.5
"3433","DE","Germany","RUPRECHT-KARLS-UNIVERSITAET HEIDELBERG","3745978.92",51.5,10.5
"3434","DE","Germany","INVESTITIONSBANK SCHLESWIG-HOLSTEIN","132737.5",51.5,10.5
"3435","DE","Germany","CONSULTECH TECHNOLOGIEBERATUNG GMBH","4705344",51.5,10.5
"3436","DE","Germany","MOSAIQUES DIAGNOSTICS GMBH","71429",51.5,10.5
"3437","DE","Germany","UNIVERSITAET ULM","1486578",51.5,10.5
"3438","DE","Germany","DEUTSCHE GESELLSCHAFT FUR INTERNATIONALE ZUSAMMENARBEIT (GIZ) GMBH","2098497.5",51.5,10.5
"3439","DE","Germany","FORSCHUNGSZENTRUM JULICH GMBH","3800932.5",51.5,10.5
"3440","DE","Germany","INVESTITIONS-UND FORDERBANK NIEDERSACHSEN (NBANK)","205290.4",51.5,10.5
"3441","DE","Germany","BIBA - BREMER INSTITUT FUER PRODUKTION UND LOGISTIK GMBH","6248367.5",51.5,10.5
"3442","DE","Germany","LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN","1498175",51.5,10.5
"3443","DE","Germany","DEUTSCHES KREBSFORSCHUNGSZENTRUM HEIDELBERG","1499699",51.5,10.5
"3444","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","171460.8",51.5,10.5
"3445","DE","Germany","CHRISTIAN-ALBRECHTS-UNIVERSITAET  ZU KIEL","1999145",51.5,10.5
"3446","DE","Germany","HELMHOLTZ-ZENTRUM FUER INFEKTIONSFORSCHUNG GMBH","333000",51.5,10.5
"3447","DE","Germany","MAX-DELBRUCK-CENTRUM FUR MOLEKULAREMEDIZIN","2043804.98",51.5,10.5
"3448","DE","Germany","LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN","159460.8",51.5,10.5
"3449","DE","Germany","TECHNISCHE UNIVERSITAET BERLIN","3488650",51.5,10.5
"3450","DE","Germany","TECHNISCHE UNIVERSITAET MUENCHEN","171460.8",51.5,10.5
"3451","DE","Germany","FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.","159460.8",51.5,10.5
"3452","DE","Germany","ITS AUTOMOTIVE NORD GMBH","1584967.38",51.5,10.5
"3453","DE","Germany","TERAKI GMBH","71429",51.5,10.5
"3454","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","1999625",51.5,10.5
"3455","DE","Germany","DEUTSCHES INSTITUT FUR WIRTSCHAFTSFORSCHUNG DIW (INSTITUT FUR KONJUNKTURFORSCHUNG) EV","171460.8",51.5,10.5
"3456","DE","Germany","FREIE UNIVERSITAET BERLIN","2124462.5",51.5,10.5
"3457","DE","Germany","UNIVERSITAET ZU KOELN","1922000",51.5,10.5
"3458","DE","Germany","WUPPERTAL INSTITUT FUR KLIMA, UMWELT, ENERGIE GMBH","996548.75",51.5,10.5
"3459","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","1999292",51.5,10.5
"3460","DE","Germany","MAX-DELBRUCK-CENTRUM FUR MOLEKULAREMEDIZIN","159460.8",51.5,10.5
"3461","DE","Germany","DEUTSCHE BAHN AG","349453.75",51.5,10.5
"3462","DE","Germany","HOHENLOHER SPEZIAL-MASCHINENBAU GMBH & CO. KG","2956805",51.5,10.5
"3463","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","1872968.75",51.5,10.5
"3464","DE","Germany","KARLSRUHER INSTITUT FUER TECHNOLOGIE","150000",51.5,10.5
"3465","DE","Germany","CARL VON OSSIETZKY UNIVERSITAET OLDENBURG","171460.8",51.5,10.5
"3466","DE","Germany","OSWALD ELEKTROMOTOREN GMBH","4776226.25",51.5,10.5
"3467","DE","Germany","GEISTESWISSENSCHAFTLICHE ZENTREN BERLIN EV","171460.8",51.5,10.5
"3468","DE","Germany","HEINRICH-HEINE-UNIVERSITAET DUESSELDORF","1995890",51.5,10.5
"3469","DE","Germany","KARLSRUHER INSTITUT FUER TECHNOLOGIE","159460.8",51.5,10.5
"3470","DE","Germany","DEUTSCHE SPORTHOCHSCHULE KOLN","159460.8",51.5,10.5
"3471","DE","Germany","UMWELTBUNDESAMT","7.405959064E7",51.5,10.5
"3472","DE","Germany","Fachagentur Nachwachsende Rohstoffe e.V.","2628246.25",51.5,10.5
"3473","DE","Germany","TECHNISCHE UNIVERSITAET MUENCHEN","159460.8",51.5,10.5
"3474","DE","Germany","FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.","171460.8",51.5,10.5
"3475","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","1500000",51.5,10.5
"3476","DE","Germany","CHARITE - UNIVERSITAETSMEDIZIN BERLIN","171460.8",51.5,10.5
"3477","DE","Germany","FREIE UNIVERSITAET BERLIN","159460.8",51.5,10.5
"3478","DE","Germany","DUALE HOCHSCHULE BADEN-WURTTEMBERG","2088195",51.5,10.5
"3479","DE","Germany","TECHNISCHE UNIVERSITAET BERLIN","2497500",51.5,10.5
"3480","DE","Germany","TUWING UG","71429",51.5,10.5
"3481","DE","Germany","UNIVERSITAET STUTTGART","694088.75",51.5,10.5
"3482","DE","Germany","DEUTSCHES KREBSFORSCHUNGSZENTRUM HEIDELBERG","1499094",51.5,10.5
"3483","DE","Germany","INDUSTRIE- UND HANDELSKAMMER ERFURT","102500",51.5,10.5
"3484","DE","Germany","LEIBNIZ-INSTITUT FUER AGRARENTWICKLUNG IN TRANSFORMATIONSOEKONOMIEN (IAMO)","159460.8",51.5,10.5
"3485","DE","Germany","UNIVERSITAET ZU KOELN","171460.8",51.5,10.5
"3486","DE","Germany","TECHNISCHE UNIVERSITAET MUENCHEN","149750",51.5,10.5
"3487","DE","Germany","JENA-GEOS-INGENIEURBURO GMBH","71429",51.5,10.5
"3488","DE","Germany","FRIEDRICH-ALEXANDER-UNIVERSITAET ERLANGEN NUERNBERG","171460.8",51.5,10.5
"3489","DE","Germany","TECHNISCHE UNIVERSITAET DRESDEN","2380425",51.5,10.5
"3490","DE","Germany","FGW FASERGUSSWERK POLENZ GMBH","1521875",51.5,10.5
"3491","DE","Germany","LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN","5998300",51.5,10.5
"3492","DE","Germany","INSTITUT FUR MOLEKULARE BIOLOGIE GGMBH","149900",51.5,10.5
"3493","DE","Germany","TECHNISCHE UNIVERSITAET CHEMNITZ","2003918.75",51.5,10.5
"3494","DE","Germany","X-FAB MEMS FOUNDRY GmbH","1.447781761E7",51.5,10.5
"3495","DE","Germany","FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.","3293020",51.5,10.5
"3496","DE","Germany","LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN","2500000",51.5,10.5
"3497","DE","Germany","SIEMENS AKTIENGESELLSCHAFT","5587935",51.5,10.5
"3498","DE","Germany","EUROPEAN MOLECULAR BIOLOGY LABORATORY","159460.8",51.5,10.5
"3499","DE","Germany","FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.","5781631.25",51.5,10.5
"3500","DE","Germany","FREIE UNIVERSITAET BERLIN","159460.8",51.5,10.5
"3501","DE","Germany","UNIVERSITAET AUGSBURG","1992500",51.5,10.5
"3502","DE","Germany","CASSANTEC GMBH","71429",51.5,10.5
"3503","DE","Germany","BOMBARDIER TRANSPORTATION GMBH","",51.5,10.5
"3504","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","159460.8",51.5,10.5
"3505","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","2750000",51.5,10.5
"3506","DE","Germany","KLINIKUM RECHTS DER ISAR DER TECHNISCHEN UNIVERSITAT MUNCHEN","1998063",51.5,10.5
"3507","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","1500000",51.5,10.5
"3508","DE","Germany","BAYER TECHNOLOGY SERVICES GMBH","5997550",51.5,10.5
"3509","DE","Germany","stiftung caesar","1500000",51.5,10.5
"3510","DE","Germany","UNIVERSITAETSKLINIKUM FREIBURG","2463693",51.5,10.5
"3511","DE","Germany","DEUTSCHES KLIMARECHENZENTRUM GMBH","4951048.75",51.5,10.5
"3512","DE","Germany","Hochschule Bonn-Rhein-Sieg","3926375",51.5,10.5
"3513","DE","Germany","MAX PLANCK INSTITUT FUR EISENFORSCHUNG GMBH","2500000",51.5,10.5
"3514","DE","Germany","GEORG-AUGUST-UNIVERSITAT GOTTINGENSTIFTUNG OFFENTLICHEN RECHTS","239860.8",51.5,10.5
"3515","DE","Germany","HELMHOLTZ ZENTRUM FUR OZEANFORSCHUNG KIEL","159460.8",51.5,10.5
"3516","DE","Germany","JACOBS UNIVERSITY BREMEN GGMBH","2312481",51.5,10.5
"3517","DE","Germany","ALBERT-LUDWIGS-UNIVERSITAET FREIBURG","1499219",51.5,10.5
"3518","DE","Germany","HELMHOLTZ ZENTRUM POTSDAM DEUTSCHESGEOFORSCHUNGSZENTRUM GFZ","2.513251125E7",51.5,10.5
"3519","DE","Germany","UNIVERSITAT DES SAARLANDES","2425000",51.5,10.5
"3520","DE","Germany","SPACE STRUCTURES GMBH","159460.8",51.5,10.5
"3521","DE","Germany","TECHNISCHE UNIVERSITAET MUENCHEN","1496500",51.5,10.5
"3522","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","171460.8",51.5,10.5
"3523","DE","Germany","FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.","3961437.5",51.5,10.5
"3524","DE","Germany","WISSENSCHAFTSZENTRUM BERLIN FUR SOZIALFORSCHUNG GGMBH","159460.8",51.5,10.5
"3525","DE","Germany","UNIVERSITAT DES SAARLANDES","639000",51.5,10.5
"3526","DE","Germany","UNIVERSITAET ZU KOELN","159460.8",51.5,10.5
"3527","DE","Germany","EZN ERFINDERZENTRUM NORDDEUTSCHLAND GMBH","71429",51.5,10.5
"3528","DE","Germany","TECHNISCHE UNIVERSITAET BERLIN","2499681",51.5,10.5
"3529","DE","Germany","UNIVERSITAET BAYREUTH","1898103.5",51.5,10.5
"3530","DE","Germany","UNIVERSITAETSKLINIKUM AACHEN","1497888",51.5,10.5
"3531","DE","Germany","UNIVERSITAET GREIFSWALD","1498749",51.5,10.5
"3532","DE","Germany","UNIVERSITAET LEIPZIG","239860.8",51.5,10.5
"3533","DE","Germany","FORSCHUNGSZENTRUM JULICH GMBH","1.610529369E7",51.5,10.5
"3534","DE","Germany","QUICK-MIX PUTZTECHNIK GMBH & CO. KG","6254915",51.5,10.5
"3535","DE","Germany","TECHNISCHE UNIVERSITAET MUENCHEN","1497600",51.5,10.5
"3536","DE","Germany","KCN GMBH KUNSTSTOFF COATING NETWORK","1795000",51.5,10.5
"3537","DE","Germany","IGV INSTITUT FUR GETREIDEVERARBEITUNG GMBH","71429",51.5,10.5
"3538","DE","Germany","TECHNISCHE UNIVERSITAET DRESDEN","239860.8",51.5,10.5
"3539","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","2000000",51.5,10.5
"3540","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","1450000",51.5,10.5
"3541","DE","Germany","ALFRED-WEGENER-INSTITUT HELMHOLTZ-ZENTRUM FUR POLAR- UND MEERESFORSCHUNG","2174503.75",51.5,10.5
"3542","DE","Germany","UNIVERSITAET HOHENHEIM","1.500085121E7",51.5,10.5
"3543","DE","Germany","EUROPEAN MOLECULAR BIOLOGY LABORATORY","60000",51.5,10.5
"3544","DE","Germany","FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.","4949596.25",51.5,10.5
"3545","DE","Germany","ZENIT ZENTRUM FUR INNOVATION UND TECHNIK IN NORDRHEIN-WESTFALEN GMBH","432328.4",51.5,10.5
"3546","DE","Germany","TECHNISCHE UNIVERSITAET BERLIN","159460.8",51.5,10.5
"3547","DE","Germany","DLR","5715918.25",51.5,10.5
"3548","DE","Germany","CARL VON OSSIETZKY UNIVERSITAET OLDENBURG","1500000",51.5,10.5
"3549","DE","Germany","TECHNISCHE UNIVERSITAET MUENCHEN","100000",51.5,10.5
"3550","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","159460.8",51.5,10.5
"3551","DE","Germany","LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN","171460.8",51.5,10.5
"3552","DE","Germany","HEINRICH-HEINE-UNIVERSITAET DUESSELDORF","159460.8",51.5,10.5
"3553","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","1499437.5",51.5,10.5
"3554","DE","Germany","TECHNISCHE UNIVERSITAET ILMENAU","3833413.2",51.5,10.5
"3555","DE","Germany","EUROPEAN VACCINE INITIATIVE - EEIG","10599993",51.5,10.5
"3556","DE","Germany","TECHNISCHE UNIVERSITAT DARMSTADT","2499000",51.5,10.5
"3557","DE","Germany","LEIBNIZ-INSTITUT FUR RAUMBEZOGENE SOZIALFORSCHUNG (IRS) EV","225000",51.5,10.5
"3558","DE","Germany","CHEMOTHERAPEUTISCHES FORSCHUNGSINSTITUT GEORG-SPEYER-HAUS STIFTUNG","1500000",51.5,10.5
"3559","DE","Germany","LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN","1499875",51.5,10.5
"3560","DE","Germany","ECOLOGIC INSTITUT gemeinnützige GmbH","501280",51.5,10.5
"3561","DE","Germany","FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.","8046375",51.5,10.5
"3562","DE","Germany","FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.","3998730",51.5,10.5
"3563","DE","Germany","DEUTSCHES ZENTRUM FUER LUFT - UND RAUMFAHRT EV","4914391.25",51.5,10.5
"3564","DE","Germany","KLINIKUM RECHTS DER ISAR DER TECHNISCHEN UNIVERSITAT MUNCHEN","1493492",51.5,10.5
"3565","DE","Germany","HEINRICH-HEINE-UNIVERSITAET DUESSELDORF","1920697",51.5,10.5
"3566","DE","Germany","ALACRIS THERANOSTICS GMBH","1.071305848E7",51.5,10.5
"3567","DE","Germany","DEUTSCHES KREBSFORSCHUNGSZENTRUM HEIDELBERG","171460.8",51.5,10.5
"3568","DE","Germany","UNIVERSITAETSKLINIKUM WUERZBURG - KLINIKUM DER BAYERISCHEN JULIUS-MAXIMILIANS-UNIVERSITAT","239860.8",51.5,10.5
"3569","DE","Germany","UNIVERSITAET SIEGEN","1673875",51.5,10.5
"3570","DE","Germany","FREIE UNIVERSITAET BERLIN","159460.8",51.5,10.5
"3571","DE","Germany","DEUTSCHES KREBSFORSCHUNGSZENTRUM HEIDELBERG","2006250",51.5,10.5
"3572","DE","Germany","LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN","171460.8",51.5,10.5
"3573","DE","Germany","DEUTSCHES ZENTRUM FUER LUFT - UND RAUMFAHRT EV","8965932.29",51.5,10.5
"3574","DE","Germany","AZUR SPACE SOLAR POWER GMBH","3072972.5",51.5,10.5
"3575","DE","Germany","BUNDESMINISTERIUM DES INNERN","1500000",51.5,10.5
"3576","DE","Germany","HERTIE SCHOOL OF GOVERNANCE GGMBH","1184595",51.5,10.5
"3577","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","1338500",51.5,10.5
"3578","DE","Germany","HELMHOLTZ ZENTRUM FUR OZEANFORSCHUNG KIEL","6222816.5",51.5,10.5
"3579","DE","Germany","DEUTSCHES ZENTRUM FUER LUFT - UND RAUMFAHRT EV","805587.5",51.5,10.5
"3580","DE","Germany","UNIVERSITAET BREMEN","1499250",51.5,10.5
"3581","DE","Germany","EINS - ENTWICKLUNG INTERAKTIVER SOFTWARE GMBH","71429",51.5,10.5
"3582","DE","Germany","HEINRICH-HEINE-UNIVERSITAET DUESSELDORF","2500000",51.5,10.5
"3583","DE","Germany","EUROPEAN MOLECULAR BIOLOGY LABORATORY","19051482",51.5,10.5
"3584","DE","Germany","TECHNISCHE UNIVERSITAET BERLIN","171460.8",51.5,10.5
"3585","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","2500000",51.5,10.5
"3586","DE","Germany","DEUTSCHES ZENTRUM FUER LUFT - UND RAUMFAHRT EV","2221150.16",51.5,10.5
"3587","DE","Germany","LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN","1970000",51.5,10.5
"3588","DE","Germany","HITEX GMBH","2703628.75",51.5,10.5
"3589","DE","Germany","RHEINISCH-WESTFAELISCHE TECHNISCHE HOCHSCHULE AACHEN","1555403",51.5,10.5
"3590","DE","Germany","FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.","2997457.5",51.5,10.5
"3591","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","2212500",51.5,10.5
"3592","DE","Germany","HAHN-SCHICKARD-GESELLSCHAFT FUER ANGEWANDTE FORSCHUNG E.v.","999726.25",51.5,10.5
"3593","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","159460.8",51.5,10.5
"3594","DE","Germany","GSI HELMHOLTZZENTRUM FUER SCHWERIONENFORSCHUNG Gmbh","1874750",51.5,10.5
"3595","DE","Germany","BRAIN PRODUCTS GMBH SOFT- UND HARDWARE FUER NEUROPHYSIOLOGISCHE FORSCHUNGSANWENDUNGEN","116500",51.5,10.5
"3596","DE","Germany","FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.","1311540.25",51.5,10.5
"3597","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","4910624.48",51.5,10.5
"3598","DE","Germany","JULIUS-MAXIMILIANS-UNIVERSITAT WURZBURG","2061250",51.5,10.5
"3599","DE","Germany","SENCKENBERG GESELLSCHAFT FUR NATURFORSCHUNG","159460.8",51.5,10.5
"3600","DE","Germany","ANWENDUNGSZENTRUM GMBH OBERPFAFFENHOFEN","1620417.5",51.5,10.5
"3601","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","257860.8",51.5,10.5
"3602","DE","Germany","UNIVERSITAET STUTTGART","159460.8",51.5,10.5
"3603","DE","Germany","SUNOYSTER SYSTEMS GMBH","71429",51.5,10.5
"3604","DE","Germany","BOGEN ELECTRONIC GMBH","1473400",51.5,10.5
"3605","DE","Germany","EBERHARD KARLS UNIVERSITAET TUEBINGEN","171460.8",51.5,10.5
"3606","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","171460.8",51.5,10.5
"3607","DE","Germany","UNIVERSITAET REGENSBURG","1998316",51.5,10.5
"3608","DE","Germany","KOOLZONE TRACKING SYSTEMS GMBH","2742500",51.5,10.5
"3609","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","171460.8",51.5,10.5
"3610","DE","Germany","GELTZ UMWELTTECHNOLOGIE GMBH","3248338.75",51.5,10.5
"3611","DE","Germany","FACHAGENTUR NACHWACHSENDE ROHSTOFFE EV","599105",51.5,10.5
"3612","DE","Germany","FRIEDRICH-ALEXANDER-UNIVERSITAET ERLANGEN NUERNBERG","1499994",51.5,10.5
"3613","DE","Germany","HOCHSCHULE FUR DEN OFFENTLICHEN DIENST IN BAYERN","2998331.25",51.5,10.5
"3614","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","2283747",51.5,10.5
"3615","DE","Germany","UNIVERSITAET BREMEN","5213365",51.5,10.5
"3616","DE","Germany","UNIVERSITAET HAMBURG","159460.8",51.5,10.5
"3617","DE","Germany","EMPIRICA GESELLSCHAFT FUER KOMMUNIKATIONS- UND TECHNOLOGIE FORSCHUNG MBH","4195168.75",51.5,10.5
"3618","DE","Germany","SIVIDON DIAGNOSTICS GMBH","71429",51.5,10.5
"3619","DE","Germany","JULIUS-MAXIMILIANS-UNIVERSITAT WURZBURG","1422907",51.5,10.5
"3620","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","1499923",51.5,10.5
"3621","DE","Germany","UNIVERSITAET HOHENHEIM","5998373.75",51.5,10.5
"3622","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","239860.8",51.5,10.5
"3623","DE","Germany","TECHNISCHE UNIVERSITAET BRAUNSCHWEIG","159460.8",51.5,10.5
"3624","DE","Germany","UNIVERSITAETSKLINIKUM BONN","1488853.75",51.5,10.5
"3625","DE","Germany","HEINRICH-PETTE INSTITUT LEIBNIZ INSTITUT FUER EXPERIMENTELLE VIROLOGIE","1999000",51.5,10.5
"3626","DE","Germany","DEUTSCHE HOCHSCHULE DER POLIZEI","2929073.75",51.5,10.5
"3627","DE","Germany","FACHAGENTUR NACHWACHSENDE ROHSTOFFE EV","1971805.75",51.5,10.5
"3628","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","159460.8",51.5,10.5
"3629","DE","Germany","B & T BLECHBEARBEITUNG UND LASERTECHNIK GMBH","1430750",51.5,10.5
"3630","DE","Germany","MAX PLANCK INSTITUT FUR EISENFORSCHUNG GMBH","2000000",51.5,10.5
"3631","DE","Germany","TECHNISCHE UNIVERSITAET BERLIN","171460.8",51.5,10.5
"3632","DE","Germany","HELMHOLTZ ZENTRUM MUENCHEN DEUTSCHES FORSCHUNGSZENTRUM FUER GESUNDHEIT UND UMWELT GMBH","171460.8",51.5,10.5
"3633","DE","Germany","ENCO SOFTWARE GMBH","71429",51.5,10.5
"3634","DE","Germany","AIRBUS DEFENCE AND SPACE GMBH","4217115.29",51.5,10.5
"3635","DE","Germany","DB SYSTEMTECHNIK GMBH","100018.8",51.5,10.5
"3636","DE","Germany","AGENTUR FUR INNOVATIONSFORDERUNG UND TECHNOLOGIETRANSFER GMBH LEIPZIG","56875",51.5,10.5
"3637","DE","Germany","Friedrich Schiller University Jena","1901400",51.5,10.5
"3638","DE","Germany","DECHEMA GESELLSCHAFT FUER CHEMISCHE TECHNIK UND BIOTECHNOLOGIE E.V.","999312.5",51.5,10.5
"3639","DE","Germany","UNIVERSITAET REGENSBURG","2458200",51.5,10.5
"3640","DE","Germany","GEORG-AUGUST-UNIVERSITAT GOTTINGENSTIFTUNG OFFENTLICHEN RECHTS","1901427.84",51.5,10.5
"3641","DE","Germany","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","4117207.5",51.5,10.5
"3642","DE","Germany","GOTTFRIED WILHELM LEIBNIZ UNIVERSITAET HANNOVER","3133306",51.5,10.5
"3643","DE","Germany","UNIVERSITAETSKLINIKUM HAMBURG-EPPENDORF","3933617.4",51.5,10.5
"3644","DE","Germany","FREIE UNIVERSITAET BERLIN","2299506",51.5,10.5
"3645","DE","Germany","HELMHOLTZ-ZENTRUM FUER UMWELTFORSCHUNG GMBH - UFZ","159460.8",51.5,10.5
"3646","DE","Germany","KARLSRUHER INSTITUT FUER TECHNOLOGIE","5151088.45",51.5,10.5
"3647","DE","Germany","LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN","1494647",51.5,10.5
"3648","DE","Germany","RUHR-UNIVERSITAET BOCHUM","149218.75",51.5,10.5
"3649","DE","Germany","UNIVERSITAETSKLINIKUM HAMBURG-EPPENDORF","171460.8",51.5,10.5
"3650","DE","Germany","ANVO-SYSTEMS DRESDEN GMBH","71429",51.5,10.5
"3651","DE","Germany","RUPRECHT-KARLS-UNIVERSITAET HEIDELBERG","1995250",51.5,10.5
"3652","DE","Germany","UNIVERSITATSKLINIKUM ERLANGEN","1479781",51.5,10.5
"3653","DE","Germany","BAUHAUS-UNIVERSITAET WEIMAR","3703651.56",51.5,10.5
"3654","DE","Germany","EUROPEAN MOLECULAR BIOLOGY LABORATORY","159460.8",51.5,10.5
"3655","DE","Germany","EUROPEAN MOLECULAR BIOLOGY LABORATORY","8018723.75",51.5,10.5
"3656","DE","Germany","WUSOA GMBH","71429",51.5,10.5
"3657","DE","Germany","RUPRECHT-KARLS-UNIVERSITAET HEIDELBERG","171460.8",51.5,10.5
"3658","DE","Germany","BASF SE","159460.8",51.5,10.5
"3659","DE","Germany","FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.","5121799.5",51.5,10.5
