"","coordinatorCountry","countryName","coordinator","totalCost","latitude","longitude"
"10915","IT","Italy","CONSIGLIO NAZIONALE DELLE RICERCHE","180277.2",42.83333,12.83333
"10916","IT","Italy","UNIVERSITA DEGLI STUDI DI ROMA TORVERGATA","150000",42.83333,12.83333
"10917","IT","Italy","IIGM FOUNDATION","900000",42.83333,12.83333
"10918","IT","Italy","ISTITUTO NAZIONALE DI FISICA NUCLEARE","180277.2",42.83333,12.83333
"10919","IT","Italy","UNIVERSITA DEGLI STUDI DI ROMA TORVERGATA","244269",42.83333,12.83333
"10920","IT","Italy","CONSIGLIO NAZIONALE DELLE RICERCHE","168277.2",42.83333,12.83333
"10921","IT","Italy","SOLIDPOWER SPA","2944176.25",42.83333,12.83333
"10922","IT","Italy","FONDAZIONE ENI ENRICO MATTEI","164203.8",42.83333,12.83333
"10923","IT","Italy","UNIVERSITA DEGLI STUDI DI CATANIA","738000",42.83333,12.83333
"10924","IT","Italy","C.R.E.A.T.E. CONSORZIO DI RICERCA PER L'ENERGIA L AUTOMAZIONE E LE TECNOLOGIE DELL'ELETTROMAGNETISMO","4388087.5",42.83333,12.83333
"10925","IT","Italy","ENEL GREEN POWER SPA","1.56872225E7",42.83333,12.83333
"10926","IT","Italy","SOFTECO SISMAT SRL","3693427.5",42.83333,12.83333
"10927","IT","Italy","SAM SAS DI ANDREA MACCIOCU","71429",42.83333,12.83333
"10928","IT","Italy","POLITECNICO DI TORINO","3300160.68",42.83333,12.83333
"10929","IT","Italy","UNIVERSITA CA' FOSCARI VENEZIA","262269",42.83333,12.83333
"10930","IT","Italy","ISTITUTO NAZIONALE DI ASTROFISICA","244269",42.83333,12.83333
"10931","IT","Italy","LUXOTTICA GROUP SPA","3504466.25",42.83333,12.83333
"10932","IT","Italy","OSPEDALE SAN RAFFAELE SRL","1498125",42.83333,12.83333
"10933","IT","Italy","UNIVERSITA DEGLI STUDI DI TRENTO","1499482",42.83333,12.83333
"10934","IT","Italy","AIR CLEAN SRL","71429",42.83333,12.83333
"10935","IT","Italy","UNIVERSITA DEGLI STUDI DI GENOVA","1276250",42.83333,12.83333
"10936","IT","Italy","Fater S.p.A.","1.733455375E7",42.83333,12.83333
"10937","IT","Italy","UNIVERSITA DEGLI STUDI DI VERONA","180277.2",42.83333,12.83333
"10938","IT","Italy","MEDIPLASMA SRL","71429",42.83333,12.83333
"10939","IT","Italy","EOS SRL","71429",42.83333,12.83333
"10940","IT","Italy","POLITECNICO DI MILANO","3999268.75",42.83333,12.83333
"10941","IT","Italy","PROMOFIRENZE AZIENDA SPECIALE DELLACAMERA DI COMMERCIO INDUSTRIA ARTIGIANATO E AGRICOLTURA DI FIRENZE","210559",42.83333,12.83333
"10942","IT","Italy","HUB INNOVAZIONE TRENTINO S.C.A.R.L.","50000",42.83333,12.83333
"10943","IT","Italy","XEOS.IT SRL","71429",42.83333,12.83333
"10944","IT","Italy","SYNESIS-SOCIETA CONSORTILE A RESPONSABILITA LIMITATA","5079796.25",42.83333,12.83333
"10945","IT","Italy","POLITECNICO DI TORINO","229761",42.83333,12.83333
"10946","IT","Italy","FONDAZIONE EUROPEA DI RICERCA BIOMEDICA-FERB ONLUS","2824037.5",42.83333,12.83333
"10947","IT","Italy","PALU SRL","2318163.75",42.83333,12.83333
"10948","IT","Italy","CONSIGLIO NAZIONALE DELLE RICERCHE","2998000",42.83333,12.83333
"10949","IT","Italy","ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA","1465943",42.83333,12.83333
"10950","IT","Italy","TECHNOSIND SRL","71429",42.83333,12.83333
"10951","IT","Italy","IDRO MECCANICA SRL","71429",42.83333,12.83333
"10952","IT","Italy","POLITECNICO DI MILANO","244269",42.83333,12.83333
"10953","IT","Italy","MAGENTA SRL","71429",42.83333,12.83333
"10954","IT","Italy","CONSORZIO NAZIONALE INTERUNIVERSITARIO PER LE TELECOMUNICAZIONI","8378945.36",42.83333,12.83333
"10955","IT","Italy","CLEVERTECH SPA","71429",42.83333,12.83333
"10956","IT","Italy","APPSBUILDER SPA","71429",42.83333,12.83333
"10957","IT","Italy","POLITECNICO DI MILANO","450000",42.83333,12.83333
"10958","IT","Italy","COVER SISTEMI SRL","71429",42.83333,12.83333
"10959","IT","Italy","UNIVERSITA DEGLI STUDI DI UDINE","149875",42.83333,12.83333
"10960","IT","Italy","UNIVERSITA CATTOLICA DEL SACRO CUORE","180277.2",42.83333,12.83333
"10961","IT","Italy","ENGINEERING - INGEGNERIA INFORMATICA SPA","3583125",42.83333,12.83333
"10962","IT","Italy","ATP SRL","1133562.5",42.83333,12.83333
"10963","IT","Italy","INNOVENTUALLY SRLS","71429",42.83333,12.83333
"10964","IT","Italy","SOLERGY ITALIA SRL CON UNICO SOCIO","2997793.75",42.83333,12.83333
"10965","IT","Italy","MODEFINANCE SRL","71429",42.83333,12.83333
"10966","IT","Italy","UNIVERSITA DEGLI STUDI DI VERONA","168277.2",42.83333,12.83333
"10967","IT","Italy","ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA","3630212.28",42.83333,12.83333
"10968","IT","Italy","POLITECNICO DI MILANO","4472750",42.83333,12.83333
"10969","IT","Italy","UNIVERSITA CA' FOSCARI VENEZIA","180277.2",42.83333,12.83333
"10970","IT","Italy","AGENZIA PER L'ENERGIA E LO SVILUPPO SOSTENIBILE ASSOCIAZIONE","630780",42.83333,12.83333
"10971","IT","Italy","LASER POINT SRL","71429",42.83333,12.83333
"10972","IT","Italy","GMA GENERALE MECCATRONICA APPLICATA SRL","71429",42.83333,12.83333
"10973","IT","Italy","UNIVERSITA DEGLI STUDI DI PADOVA","244269",42.83333,12.83333
"10974","IT","Italy","METCO SRL","71429",42.83333,12.83333
"10975","IT","Italy","ISTITUTO NAZIONALE DI FISICA NUCLEARE","2393361.31",42.83333,12.83333
"10976","IT","Italy","AGENZIA NAZIONALE PER LE NUOVE TECNOLOGIE, L'ENERGIA E LO SVILUPPO ECONOMICO SOSTENIBILE","262500",42.83333,12.83333
"10977","IT","Italy","POLITECNICO DI MILANO","1499575",42.83333,12.83333
"10978","IT","Italy","PANOTEC SRL","71429",42.83333,12.83333
"10979","IT","Italy","POLITECNICO DI TORINO","3882899.52",42.83333,12.83333
"10980","IT","Italy","EOLPOWER INVESTMENTS SRL","71429",42.83333,12.83333
"10981","IT","Italy","ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA","2518443.75",42.83333,12.83333
"10982","IT","Italy","STUDIO EMME DI MANTOVANI LORIS & C-SOCIETA' IN ACCOMANDITA SEMPLICE","71429",42.83333,12.83333
"10983","IT","Italy","EUREK SRL","71429",42.83333,12.83333
"10984","IT","Italy","UNIVERSITA DEGLI STUDI DI MILANO","145250",42.83333,12.83333
"10985","IT","Italy","DISTRETTO TECNOLOGICO SICILIA MICROE NANO SISTEMI SCARL","1.501359975E7",42.83333,12.83333
"10986","IT","Italy","UNIVERSITA DEGLI STUDI DI MILANO","5933611.25",42.83333,12.83333
"10987","IT","Italy","UNIVERSITA DEGLI STUDI DI ROMA TORVERGATA","150000",42.83333,12.83333
"10988","IT","Italy","TEA SISTEMI SPA","71429",42.83333,12.83333
"10989","IT","Italy","GLASSUP SRL","1540000",42.83333,12.83333
"10990","IT","Italy","MOLECULAR MEDICINE SPA","5903146",42.83333,12.83333
"10991","IT","Italy","FONDAZIONE ENI ENRICO MATTEI","168277.2",42.83333,12.83333
"10992","IT","Italy","UNIVERSITA DEGLI STUDI DI PADOVA","1432890",42.83333,12.83333
"10993","IT","Italy","OSPEDALE SAN RAFFAELE SRL","180277.2",42.83333,12.83333
"10994","IT","Italy","TELESPAZIO SPA","2537179.08",42.83333,12.83333
"10995","IT","Italy","UNIVERSITA DEGLI STUDI DI CAGLIARI","2883122.64",42.83333,12.83333
"10996","IT","Italy","ISTITUTO SUPERIORE MARIO BOELLA SULLE TECNOLOGIE DELL'INFORMAZIONE E DELLE  TELECOMUNICAZIONI ASSOCIAZIONE","3617900",42.83333,12.83333
"10997","IT","Italy","CLIVET SPA","4068781",42.83333,12.83333
"10998","IT","Italy","SISTEMATICA SPA","1284068.75",42.83333,12.83333
"10999","IT","Italy","UNIVERSITA DEGLI STUDI DI TRENTO","180277.2",42.83333,12.83333
"11000","IT","Italy","UNIVERSITA CA' FOSCARI VENEZIA","1480625",42.83333,12.83333
"11001","IT","Italy","AEROMECCANICA STRANICH SPA","71429",42.83333,12.83333
"11002","IT","Italy","ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA","2362950",42.83333,12.83333
"11003","IT","Italy","POLITECNICO DI MILANO","3290800",42.83333,12.83333
"11004","IT","Italy","CONSIGLIO NAZIONALE DELLE RICERCHE","168277.2",42.83333,12.83333
"11005","IT","Italy","POLITECNICO DI MILANO","3180242.5",42.83333,12.83333
"11006","IT","Italy","CAMERA DI COMMERCIO INDUSTRIA ARTIGIANATO AGRICOLTURA DI TORINO","210558.75",42.83333,12.83333
"11007","IT","Italy","LYNKEUS","3944940",42.83333,12.83333
"11008","IT","Italy","FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA","148413",42.83333,12.83333
"11009","IT","Italy","ENGINEERING - INGEGNERIA INFORMATICA SPA","6941275",42.83333,12.83333
"11010","IT","Italy","UNIVERSITA DEGLI STUDI DI TRENTO","168277.2",42.83333,12.83333
"11011","IT","Italy","UNIVERSITA DEGLI STUDI DI PARMA","1432301",42.83333,12.83333
"11012","IT","Italy","UNIVERSITA DEGLI STUDI DI SALERNO","688500",42.83333,12.83333
"11013","IT","Italy","DASSAULT SYSTEMES ITALIA SRL","4816510",42.83333,12.83333
"11014","IT","Italy","ISTITUTO AUXOLOGICO ITALIANO","168277.2",42.83333,12.83333
"11015","IT","Italy","UNIVERSITA DEGLI STUDI DI TRENTO","99750",42.83333,12.83333
"11016","IT","Italy","UNIVERSITA DEGLI STUDI DI TRENTO","877500",42.83333,12.83333
"11017","IT","Italy","EUROPEAN UNIVERSITY INSTITUTE","160477.2",42.83333,12.83333
"11018","IT","Italy","FONDAZIONE PER LE INIZIATIVE E LO STUDIO SULLA MULTIETNICITA' - ISMU","1999621.25",42.83333,12.83333
"11019","IT","Italy","GEOMATICS RESEARCH & DEVELOPMENT SRL","71429",42.83333,12.83333
"11020","IT","Italy","UNIVERSITA DEGLI STUDI DI TRENTO","2339125",42.83333,12.83333
"11021","IT","Italy","Istituto Superiore Mario Boella","6655277.5",42.83333,12.83333
"11022","IT","Italy","UNIVERSITA DEGLI STUDI DI TORINO","168277.2",42.83333,12.83333
"11023","IT","Italy","ERPLAN SRL","71429",42.83333,12.83333
"11024","IT","Italy","ALCEA-AZIENDA LOMBARDA COLORI E AFFINI SPA","71429",42.83333,12.83333
"11025","IT","Italy","UNIVERSITA COMMERCIALE LUIGI BOCCONI","2400555",42.83333,12.83333
"11026","IT","Italy","AGENZIA SPAZIALE ITALIANA","9017432.93",42.83333,12.83333
"11027","IT","Italy","ITALKEM SRL","71429",42.83333,12.83333
"11028","IT","Italy","BIOS S.R.L.","71429",42.83333,12.83333
"11029","IT","Italy","FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA","2150000",42.83333,12.83333
"11030","IT","Italy","FONDAZIONE TELETHON","150000",42.83333,12.83333
"11031","IT","Italy","POLITECNICO DI MILANO","3115251.25",42.83333,12.83333
"11032","IT","Italy","UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II.","1481813",42.83333,12.83333
"11033","IT","Italy","CREA SOLUTION SRL","71429",42.83333,12.83333
"11034","IT","Italy","SUM SRLS","71429",42.83333,12.83333
"11035","IT","Italy","ACCADEMIA EUROPEA DI BOLZANO","180277.2",42.83333,12.83333
"11036","IT","Italy","IFOM FONDAZIONE ISTITUTO FIRC DI ONCOLOGIA MOLECOLARE","1991250",42.83333,12.83333
"11037","IT","Italy","DOFREN SRL","71429",42.83333,12.83333
"11038","IT","Italy","OSPEDALE SAN RAFFAELE SRL","180277.2",42.83333,12.83333
"11039","IT","Italy","HERNIAMESH SRL","71429",42.83333,12.83333
"11040","IT","Italy","CONSIGLIO NAZIONALE DELLE RICERCHE","2654250",42.83333,12.83333
"11041","IT","Italy","CONSIGLIO NAZIONALE DELLE RICERCHE","180277.2",42.83333,12.83333
"11042","IT","Italy","UNIVERSITA DEGLI STUDI DI SALERNO","2358736.25",42.83333,12.83333
"11043","IT","Italy","UNIVERSITA DEGLI STUDI DI PADOVA","1999758",42.83333,12.83333
"11044","IT","Italy","CONSIGLIO NAZIONALE DELLE RICERCHE","168277.2",42.83333,12.83333
"11045","IT","Italy","CENTRAL EUROPEAN RESEARCH INFRASTRUCTURE CONSORTIUM EUROPEAN RESEARCH INFRASTRUCTURE CONSORTIUM","3325757",42.83333,12.83333
"11046","IT","Italy","UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II.","774000",42.83333,12.83333
"11047","IT","Italy","EryDel S.p.A.","5871825",42.83333,12.83333
"11048","IT","Italy","3BEE SRL","71429",42.83333,12.83333
"11049","IT","Italy","LA SANFERMESE SpA","71429",42.83333,12.83333
"11050","IT","Italy","SACMI FORNI SPA","5076105",42.83333,12.83333
"11051","IT","Italy","GIPSTECH SRL","71429",42.83333,12.83333
"11052","IT","Italy","POLITECNICO DI MILANO","3321160",42.83333,12.83333
"11053","IT","Italy","ITALKEM SRL","1488412.5",42.83333,12.83333
"11054","IT","Italy","ZINCO SERVICE SRL","1705125",42.83333,12.83333
"11055","IT","Italy","POLITECNICO DI MILANO","149375",42.83333,12.83333
"11056","IT","Italy","CONSORZIO NAZIONALE INTERUNIVERSITARIO PER LE TELECOMUNICAZIONI","4999922.5",42.83333,12.83333
"11057","IT","Italy","CASTELLANZA ENGINEERING SRL","71429",42.83333,12.83333
"11058","IT","Italy","UNIVERSITA POLITECNICA DELLE MARCHE","1620000",42.83333,12.83333
"11059","IT","Italy","CENTRO RICERCHE FIAT SCPA","9563222.5",42.83333,12.83333
"11060","IT","Italy","CONSIGLIO NAZIONALE DELLE RICERCHE","1997837.5",42.83333,12.83333
"11061","IT","Italy","NEVEXN SRL","1809331",42.83333,12.83333
"11062","IT","Italy","CENTRO ITALIANO RICERCHE AEROSPAZIALI SCPA","1241923.75",42.83333,12.83333
"11063","IT","Italy","LABORATOIRES PHYTO TECHNIQUE SRL","71429",42.83333,12.83333
"11064","IT","Italy","UNIVERSITA DEGLI STUDI DI PADOVA","900000",42.83333,12.83333
"11065","IT","Italy","SCUOLA SUPERIORE DI STUDI UNIVERSITARI E DI PERFEZIONAMENTO SANT'ANNA","180277.2",42.83333,12.83333
"11066","IT","Italy","SOFTECO SISMAT SRL","2969007.5",42.83333,12.83333
"11067","IT","Italy","CONSIGLIO NAZIONALE DELLE RICERCHE","150000",42.83333,12.83333
"11068","IT","Italy","UNIVERSITA CATTOLICA DEL SACRO CUORE","1984500",42.83333,12.83333
"11069","IT","Italy","FONDAZIONE POLITECNICO DI MILANO","3184975.71",42.83333,12.83333
"11070","IT","Italy","UNIVERSITA DEGLI STUDI DI PADOVA","168277.2",42.83333,12.83333
"11071","IT","Italy","UNIVERSITA DEGLI STUDI DI CAMERINO","337500",42.83333,12.83333
"11072","IT","Italy","UNIVERSITA DEGLI STUDI DI UDINE","3726379.44",42.83333,12.83333
"11073","IT","Italy","POLITECNICO DI MILANO","244269",42.83333,12.83333
"11074","IT","Italy","UNIVERSITA CA' FOSCARI VENEZIA","1496675",42.83333,12.83333
"11075","IT","Italy","ISTITUTO DI STUDI PER L'INTEGRAZIONE DEI SISTEMI  (I.S.I.S) - SOCIETA'COOPERATIVA","3337416.25",42.83333,12.83333
"11076","IT","Italy","IRIS SRL","1.069293768E7",42.83333,12.83333
"11077","IT","Italy","MOLTOSENSO SRL","71429",42.83333,12.83333
"11078","IT","Italy","POLITECNICO DI MILANO","149375",42.83333,12.83333
"11079","IT","Italy","ELETTRA - SINCROTRONE TRIESTE SCPA","3561125",42.83333,12.83333
"11080","IT","Italy","UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA","1780150",42.83333,12.83333
"11081","IT","Italy","TEKLAB SRL","71429",42.83333,12.83333
"11082","IT","Italy","UNIVERSITA DEGLI STUDI DI MODENA E REGGIO EMILIA","4324587.5",42.83333,12.83333
"11083","IT","Italy","PER SPA","71429",42.83333,12.83333
"11084","IT","Italy","HUMANITAS UNIVERSITY","2500000",42.83333,12.83333
"11085","IT","Italy","UNIVERSITA CA' FOSCARI VENEZIA","262269",42.83333,12.83333
"11086","IT","Italy","CALF SPA","71429",42.83333,12.83333
"11087","IT","Italy","UNIVERSITA DEGLI STUDI DI TRENTO","180277.2",42.83333,12.83333
"11088","IT","Italy","UNIVERSITA DEGLI STUDI DI PADOVA","1291500",42.83333,12.83333
"11089","IT","Italy","ISTITUTO NAZIONALE DI ASTROFISICA","3823200",42.83333,12.83333
"11090","IT","Italy","FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA","7904415",42.83333,12.83333
"11091","IT","Italy","ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA","2856812.04",42.83333,12.83333
"11092","IT","Italy","POLITECNICO DI MILANO","1559422.5",42.83333,12.83333
"11093","IT","Italy","CONSIGLIO NAZIONALE DELLE RICERCHE","151726.25",42.83333,12.83333
"11094","IT","Italy","Istituto Superiore Mario Boella","4913095",42.83333,12.83333
"11095","IT","Italy","CYNNY SPA","71429",42.83333,12.83333
"11096","IT","Italy","COMETA SPA","71429",42.83333,12.83333
"11097","IT","Italy","INTEGRATED SYSTEMS ENGINEERING SRL","71429",42.83333,12.83333
"11098","IT","Italy","UNIVERSITA DEGLI STUDI DI TRENTO","180277.2",42.83333,12.83333
"11099","IT","Italy","UNIVERSITA DEGLI STUDI DI TRENTO","168277.2",42.83333,12.83333
"11100","IT","Italy","PRODUTECH SRL","71429",42.83333,12.83333
"11101","IT","Italy","ECHOES SRL","71429",42.83333,12.83333
"11102","IT","Italy","LAB SERVICE ANALYTICA SRL","71429",42.83333,12.83333
"11103","IT","Italy","UNIVERSITA CA' FOSCARI VENEZIA","180277.2",42.83333,12.83333
"11104","IT","Italy","CENTRO ITALIANO RICERCHE AEROSPAZIALI SCPA","968880",42.83333,12.83333
"11105","IT","Italy","EUROPEAN UNIVERSITY INSTITUTE","90138.6",42.83333,12.83333
"11106","IT","Italy","ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA","168277.2",42.83333,12.83333
"11107","IT","Italy","MINISTERO DELL'ISTRUZIONE, DELL'UNIVERSITA' E DELLA RICERCA","150825",42.83333,12.83333
"11108","IT","Italy","UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA","3377915",42.83333,12.83333
"11109","IT","Italy","E-NOVIA SPA","71429",42.83333,12.83333
"11110","IT","Italy","LEONARDO - SOCIETA PER  AZIONI","1.981852369E7",42.83333,12.83333
"11111","IT","Italy","UNIVERSITA DEGLI STUDI DI SALERNO","580500",42.83333,12.83333
"11112","IT","Italy","GRADEMI BIOTECH SRL","71429",42.83333,12.83333
"11113","IT","Italy","DAXEL SRL","71429",42.83333,12.83333
"11114","IT","Italy","UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA","180277.2",42.83333,12.83333
"11115","IT","Italy","NEW GENERATION SENSORS SRL","71429",42.83333,12.83333
"11116","IT","Italy","AMRA - ANALISI E MONITORAGGIO DEL RISCHIO AMBIENTALE SCARL","2374367.5",42.83333,12.83333
"11117","IT","Italy","POLITECNICO DI MILANO","176203.8",42.83333,12.83333
"11118","IT","Italy","LA FRATERNITA SOCIETA COOPERATIVA SOCIALE A R L","71429",42.83333,12.83333
"11119","IT","Italy","CORN VALLEY SRL","71429",42.83333,12.83333
"11120","IT","Italy","PARCO TECNOLOGICO PADANO S.R.L.","108500",42.83333,12.83333
"11121","IT","Italy","ARESCOSMO S.P.A.","71429",42.83333,12.83333
"11122","IT","Italy","METITALIA S.R.L.","572386.25",42.83333,12.83333
"11123","IT","Italy","IFOM FONDAZIONE ISTITUTO FIRC DI ONCOLOGIA MOLECOLARE","2451250",42.83333,12.83333
"11124","IT","Italy","FRIULI INNOVAZIONE CENTRO DI RICERCA E DI TRASFERIMENTO TECNOLOGICO SCARL","50000",42.83333,12.83333
"11125","IT","Italy","UNIVERSITA DEGLI STUDI DI TRIESTE","1500000",42.83333,12.83333
"11126","IT","Italy","""INSTITUTO TUMORI """"GIOVANNI PAOLO II""""""","5240708.13",42.83333,12.83333
"11127","IT","Italy","FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA","3950025",42.83333,12.83333
"11128","IT","Italy","OTOMEC SRL","71429",42.83333,12.83333
"11129","IT","Italy","ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA","4999955",42.83333,12.83333
"11130","IT","Italy","ADVANCED MICROTURBINES SRL","1429803.75",42.83333,12.83333
"11131","IT","Italy","UNIVERSITA CA' FOSCARI VENEZIA","180277.2",42.83333,12.83333
"11132","IT","Italy","CONSIGLIO NAZIONALE DELLE RICERCHE","164203.8",42.83333,12.83333
"11133","IT","Italy","MDLAB SRL","71429",42.83333,12.83333
"11134","IT","Italy","ON AIR CONSULTING & SOLUTIONS","71429",42.83333,12.83333
"11135","IT","Italy","BSMART LABS SRL","71429",42.83333,12.83333
"11136","IT","Italy","PNAT SRL","71429",42.83333,12.83333
"11137","IT","Italy","ENAV SPA","2304181.25",42.83333,12.83333
"11138","IT","Italy","POLITECNICO DI MILANO","3896490.22",42.83333,12.83333
"11139","IT","Italy","CONSORZIO PER L AREA DI RICERCA SCI ENTIFICA E TECNOLOGICA DI TRIESTE CONSORZIO AREA","903671.25",42.83333,12.83333
"11140","IT","Italy","FINANZIARIA REGIONALE PER LO SVILUPPO DELLA LOMBARDIA  (FINLOMBARDA)","130612.5",42.83333,12.83333
"11141","IT","Italy","MET s.r.l.","71429",42.83333,12.83333
"11142","IT","Italy","UNIVERSITA DEGLI STUDI DI PADOVA","7691466.25",42.83333,12.83333
"11143","IT","Italy","UNIVERSITA DEGLI STUDI DI MESSINA","168277.2",42.83333,12.83333
"11144","IT","Italy","UNIVERSITA DEGLI STUDI DI ROMA TORVERGATA","180277.2",42.83333,12.83333
"11145","IT","Italy","DETOXIZYMES SRLS","71429",42.83333,12.83333
"11146","IT","Italy","UNIVERSITA CA' FOSCARI VENEZIA","262269",42.83333,12.83333
"11147","IT","Italy","UNIVERSITA DI PISA","2635266.99",42.83333,12.83333
"11148","IT","Italy","NAVALPROGETTI SRL","1.19971625E7",42.83333,12.83333
"11149","IT","Italy","CONSIGLIO NAZIONALE DELLE RICERCHE","7064125",42.83333,12.83333
"11150","IT","Italy","UNIVERSITA CA' FOSCARI VENEZIA","180277.2",42.83333,12.83333
"11151","IT","Italy","REMEMBRANE SRL","71429",42.83333,12.83333
"11152","IT","Italy","MEDRA S.R.L.","1202310.09",42.83333,12.83333
"11153","IT","Italy","ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA","1997000",42.83333,12.83333
"11154","IT","Italy","AZIENDA OSPEDALIERO-UNIVERSITARIA DI PARMA","4845000",42.83333,12.83333
"11155","IT","Italy","FRIULI INNOVAZIONE CENTRO DI RICERCA E DI TRASFERIMENTO TECNOLOGICO SCARL","50000",42.83333,12.83333
"11156","IT","Italy","POLITECNICO DI MILANO","168277.2",42.83333,12.83333
"11157","IT","Italy","CONSIGLIO NAZIONALE DELLE RICERCHE","168277.2",42.83333,12.83333
"11158","IT","Italy","KAYSER ITALIA SRL","71429",42.83333,12.83333
"11159","IT","Italy","UNIVERSITA' DEGLI STUDI DI MILANO-BICOCCA","3122539.38",42.83333,12.83333
"11160","IT","Italy","IMPERIAL EUROPE SRL","71429",42.83333,12.83333
"11161","IT","Italy","POLITECNICO DI MILANO","3815260",42.83333,12.83333
"11162","IT","Italy","NATIMAB THERAPEUTICS SRL","71429",42.83333,12.83333
"11163","IT","Italy","UNIVERSITA CA' FOSCARI VENEZIA","168277.2",42.83333,12.83333
"11164","IT","Italy","UNIVERSITA DEGLI STUDI DI TORINO","1793421",42.83333,12.83333
"11165","IT","Italy","POLITECNICO DI TORINO","2000000",42.83333,12.83333
"11166","IT","Italy","TENSIVE SRL","2698813.75",42.83333,12.83333
"11167","IT","Italy","FLEXBIMEC INTERNATIONAL SRL","71429",42.83333,12.83333
"11168","IT","Italy","UNIVERSITA DEGLI STUDI DI TORINO","6636039.5",42.83333,12.83333
"11169","IT","Italy","ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA","2498786",42.83333,12.83333
"11170","IT","Italy","UNIVERSITA DEGLI STUDI DI PADOVA","1446250",42.83333,12.83333
"11171","IT","Italy","CROMOSTAMP ITALIA SRL","71429",42.83333,12.83333
"11172","IT","Italy","FAVERO ANTONIO S.R.L.","71429",42.83333,12.83333
"11173","IT","Italy","ENEL INGEGNERIA E RICERCA SPA","1.184729175E7",42.83333,12.83333
"11174","IT","Italy","FRIULI INNOVAZIONE CENTRO DI RICERCA E DI TRASFERIMENTO TECNOLOGICO SCARL","50000",42.83333,12.83333
"11175","IT","Italy","BRAINSIGNS SRL","71429",42.83333,12.83333
"11176","IT","Italy","UNIVERSITA' DEGLI STUDI DI MILANO-BICOCCA","180277.2",42.83333,12.83333
"11177","IT","Italy","UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA","1337480.94",42.83333,12.83333
"11178","IT","Italy","FIT CONSULTING SRL","5953083",42.83333,12.83333
"11179","IT","Italy","RETI TELEVISIVE ITALIANE SPA","1496875",42.83333,12.83333
"11180","IT","Italy","UNIVERSITA DEGLI STUDI ROMA TRE","796500",42.83333,12.83333
"11181","IT","Italy","CONSIGLIO NAZIONALE DELLE RICERCHE","2814491.16",42.83333,12.83333
"11182","IT","Italy","PLANETEK ITALIA SRL","1584000",42.83333,12.83333
"11183","IT","Italy","UNIVERSITA DEGLI STUDI DI MILANO","3086435.52",42.83333,12.83333
"11184","IT","Italy","NEW GLUTEN WORLD S.R.L.","1807418.25",42.83333,12.83333
"11185","IT","Italy","PROTOM GROUP SPA","802125",42.83333,12.83333
"11186","IT","Italy","U-HOPPER SRL","85250",42.83333,12.83333
"11187","IT","Italy","POLITECNICO DI MILANO","673316.25",42.83333,12.83333
"11188","IT","Italy","HIT09 SRL","350725",42.83333,12.83333
"11189","IT","Italy","UNIVERSITA' DEGLI STUDI DI SIENA","160000",42.83333,12.83333
"11190","IT","Italy","TENSIVE SRL","71429",42.83333,12.83333
"11191","IT","Italy","UNIVERSITA DEGLI STUDI DI PERUGIA","168277.2",42.83333,12.83333
"11192","IT","Italy","Authometion srl","71429",42.83333,12.83333
"11193","IT","Italy","UNIVERSITA CA' FOSCARI VENEZIA","168277.2",42.83333,12.83333
"11194","IT","Italy","COLUMBIA SRL","71429",42.83333,12.83333
"11195","IT","Italy","UNIVERSITA DEGLI STUDI DELLA CAMPANIA LUIGI VANVITELLI","354593.75",42.83333,12.83333
"11196","IT","Italy","META GROUP SRL","472468.75",42.83333,12.83333
"11197","IT","Italy","IDC ITALIA SRL","2240988.75",42.83333,12.83333
"11198","IT","Italy","ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA","149937.5",42.83333,12.83333
"11199","IT","Italy","UNIVERSITA CA' FOSCARI VENEZIA","244269",42.83333,12.83333
"11200","IT","Italy","UNIVERSITA COMMERCIALE LUIGI BOCCONI","667875",42.83333,12.83333
"11201","IT","Italy","POLITECNICO DI TORINO","180277.2",42.83333,12.83333
"11202","IT","Italy","CONSIGLIO NAZIONALE DELLE RICERCHE","234000",42.83333,12.83333
"11203","IT","Italy","ENCO SRL","2496800.1",42.83333,12.83333
"11204","IT","Italy","AIR BONAITA SPA","71429",42.83333,12.83333
"11205","IT","Italy","MIND SRL","71429",42.83333,12.83333
